이름,유형,리뷰 수,주소,영업 시간,포장 가능 여부,반려동물 동반 가능 여부,메뉴
베이크더샵 신세계백화점 강남점,베이커리,"['별점\n4.51', '방문자 리뷰 576', '블로그 리뷰 149']","['서울 서초구 신반포로 176 신세계백화점 지하 1층', '영업시간 수정 제안하기']","[{'day': '정보 없음', 'hours': '정보 없음'}]",False,False,"['NEW [치즈타르트] 5입', 'NEW [얼그레이] 치즈 타르트', 'NEW (라플) [고구마] 애플파이', '갓 구운 치즈타르트']"
스타벅스 양재역점,카페,"['별점\n4.42', '방문자 리뷰 6,392', '블로그 리뷰 264']",서울 서초구 강남대로 202 (양재동) 모산빌딩,"[{'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '07:00 - 22:00'}, {'day': '일(11/17)', 'hours': '08:00 - 21:00'}, {'day': '월(11/18)', 'hours': '07:00 - 22:00'}]",False,False,['메뉴 정보 없음']
마망갸또 신세계백화점 강남점,"카페,디저트",블로그 리뷰 8,서울 서초구 신반포로 176 신세계백화점 강남점 지하1층 스위트파크,"[{'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}, {'day': '월', 'hours': '10:30 - 20:00'}]",False,False,"['생양갱 8종 선물세트', '고메카라멜 10종 선물세트', '디저트카라멜 10종 선물세트']"
비엔나커피하우스 이수역점,카페,"['별점\n4.44', '방문자 리뷰 2,258', '블로그 리뷰 151']",서울 서초구 동작대로 86 1층,"[{'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 22:00'}, {'day': '월', 'hours': '08:00 - 22:00'}]",True,False,"['아인슈패너(Hot)', '아인슈패너(Iced)', '레체레체 멜랑즈(Hot)', '레체레체 멜랑즈(Ice)']"
재즈클럽 그루브,라이브카페,"['방문자 리뷰 15', '블로그 리뷰 27']",서울 서초구 신반포로47길 52 동구빌딩,"[{'day': '매일', 'hours': '00:00 - 24:00'}]",False,False,['메뉴 정보 없음']
노빅딜 하우스,"카페,디저트","['방문자 리뷰 54', '블로그 리뷰 80']",서울 서초구 양재천로 125 1층,"[{'day': '매일', 'hours': '09:00 - 22:00\n21:30 라스트오더'}]",True,True,"['NBD 라떼', '아메리카노', '라떼', '바닐라 라떼']"
커피빈 강남역세계빌딩점 (구)커피빈 강남역GT타워옆점,카페,"['방문자 리뷰 2,378', '블로그 리뷰 56']",서울 서초구 서초대로73길 12 세계빌딩,"[{'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '07:30 - 22:30'}, {'day': '일', 'hours': '07:30 - 21:00'}, {'day': '월', 'hours': '07:00 - 23:00'}]",False,False,"['얼그레이 크림 초콜릿 라떼 (S)', '아이스 카푸치노', '바닐라 루이보스 티라떼', '바닐라 루이보스 티']"
노아스로스팅 파스텔시티점,카페,"['방문자 리뷰 2,101', '블로그 리뷰 116']",서울 서초구 방배천로 11 1층 노아스로스팅 파스텔시티점,"[{'day': '화', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '수', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '목', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '금', 'hours': '09:00 - 22:30\n22:00 라스트오더'}, {'day': '토', 'hours': '09:00 - 22:00\n21:30 라스트오더'}, {'day': '일', 'hours': '09:00 - 22:00\n21:30 라스트오더'}, {'day': '월', 'hours': '09:00 - 22:30\n22:00 라스트오더'}]",True,False,"['차콜리노', '시나몬파이첼 / 초코파이첼', '소금빵', '아메리카노']"
인더 페이스트리,베이커리,"['방문자 리뷰 294', '블로그 리뷰 56']",서울 서초구 서초대로 357 104호,"[{'day': '화', 'hours': '09:00 - 20:00'}, {'day': '수', 'hours': '09:00 - 20:00'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,True,"['리본 크루아상', '레스큐어 크루아상', '크리스마스 초코슈톨렌', '뺑스위스']"
아트메이저,"카페,디저트","['방문자 리뷰 586', '블로그 리뷰 263']",서울 서초구 서초대로 114 J.H 빌딩,"[{'day': '화', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '수', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '목', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '금', 'hours': '08:30 - 21:50\n21:40 라스트오더'}, {'day': '토', 'hours': '09:00 - 21:50\n21:40 라스트오더'}, {'day': '일', 'hours': '09:00 - 21:50\n21:40 라스트오더'}, {'day': '월', 'hours': '08:30 - 21:50\n21:40 라스트오더'}]",True,False,"['밀크 아이스크림', '얼그레이 밀크 티 아이스크림', '믹스 아이스크림(밀크,밀크티)', '피기피기']"
커피빈 영동점,카페,"['별점\n4.46', '방문자 리뷰 1,538', '블로그 리뷰 64']",서울 서초구 강남대로 503 청하빌딩,"[{'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '08:00 - 23:00'}, {'day': '일', 'hours': '09:00 - 22:00'}, {'day': '월', 'hours': '07:00 - 23:00'}]",True,False,"['아이스 카푸치노', '바닐라 루이보스 티라떼', '바닐라 루이보스 티', '얼그레이 크림 초콜릿 라떼 (S)']"
투썸플레이스 서초역점,카페,"['방문자 리뷰 2,503', '블로그 리뷰 69']",서울 서초구 서초대로 254 오퓨런스,"[{'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}, {'day': '월', 'hours': '07:00 - 22:00'}]",True,False,"['아이스 카페 아메리카노', '카페라떼(R)', '스페니쉬 연유라떼(R)']"
스타벅스 서울아트센터점,카페,"['별점\n4.48', '방문자 리뷰 3,597', '블로그 리뷰 135']",서울 서초구 남부순환로 2395 (서초동) 호경빌딩,"[{'day': '화(11/12)', 'hours': '07:00 - 21:00'}, {'day': '수(11/13)', 'hours': '07:00 - 21:00'}, {'day': '목(11/14)', 'hours': '07:00 - 21:00'}, {'day': '금(11/15)', 'hours': '07:00 - 21:00'}, {'day': '토(11/16)', 'hours': '07:30 - 21:00'}, {'day': '일(11/17)', 'hours': '08:00 - 21:00'}, {'day': '월(11/18)', 'hours': '07:00 - 21:00'}]",False,False,['메뉴 정보 없음']
펄시커피 양재,카페,"['방문자 리뷰 147', '블로그 리뷰 187']",서울 서초구 양재천로 117-14 1층,"[{'day': '화', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 21:00\n20:30 라스트오더'}, {'day': '월', 'hours': '11:00 - 20:00\n19:30 라스트오더'}]",True,True,"['SIGNATURE BROWN', 'STELLA:B LATTE', 'AMERICANO', 'RASPBERRY LEMON FIZZ']"
우리집젤라또,아이스크림,"['방문자 리뷰 147', '블로그 리뷰 84']",서울 서초구 동광로 25 예옥빌,"[{'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '정기휴무 (매주 목요일)'}, {'day': '금', 'hours': '정기휴무 (매주 금요일)'}, {'day': '토', 'hours': '15:00 - 21:00\n20:50 라스트오더'}, {'day': '일', 'hours': '15:00 - 21:00\n20:50 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,False,['젤라또 한컵']
카페 어느새봄,"카페,디저트","['별점\n4.31', '방문자 리뷰 158', '블로그 리뷰 99']",서울 서초구 강남대로2길 70 1층 카페 어느새봄,"[{'day': '화', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '수', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '목', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '금', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '토', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '일', 'hours': '12:00 - 19:00\n18:50 라스트오더'}, {'day': '월', 'hours': '12:00 - 19:00\n18:50 라스트오더'}]",True,True,"['후르츠산도', '옛날와플', '제주말차 크림커피', '썸머트로피칼에이드']"
누아주베이커리 방배본점,베이커리,"['방문자 리뷰 1,702', '블로그 리뷰 256']",서울 서초구 서초대로23길 112 1층 누아주베이커리,"[{'day': '화', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '08:00 - 21:00\n20:30 라스트오더'}]",True,False,['메뉴 정보 없음']
곤트란쉐리에 뉴코아아울렛 강남점,베이커리,"['별점\n4.34', '방문자 리뷰 337', '블로그 리뷰 53']",서울 서초구 잠원로 51 뉴코아아울렛 2관 1층,"[{'day': '화', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:30 - 21:30\n21:00 라스트오더'}, {'day': '토', 'hours': '08:30 - 21:30\n21:00 라스트오더'}, {'day': '일', 'hours': '08:30 - 21:30\n21:00 라스트오더'}, {'day': '월', 'hours': '08:30 - 21:00\n20:30 라스트오더'}]",True,False,"['소금버터빵', '크루아상', '크로와상에멘탈샌드위치', '뺑 오 쇼콜라']"
코르누코피아 서초본점,"카페,디저트","['방문자 리뷰 341', '블로그 리뷰 57']",서울 서초구 강남대로43길 6 1층 코르누코피아,"[{'day': '화', 'hours': '08:00 - 23:00'}, {'day': '수', 'hours': '08:00 - 23:00'}, {'day': '목', 'hours': '08:00 - 23:00'}, {'day': '금', 'hours': '08:00 - 23:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 18:00'}, {'day': '월', 'hours': '08:00 - 23:00'}]",True,False,['메뉴 정보 없음']
블랑제리 르팡,베이커리,"['방문자 리뷰 319', '블로그 리뷰 61']","서울 서초구 방배천로18길 26 1, 2층","[{'day': '매일', 'hours': '07:30 - 22:00'}]",True,False,"['공주알밤식빵', '먹물치즈식빵', '호두양파크림베이글', '쑥떡쑥떡빵']"
어보브 더 힐,베이커리,"['방문자 리뷰 111', '블로그 리뷰 65']",서울 서초구 방배중앙로13길 2 1층,"[{'day': '화(11/12)', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '09:00 - 20:00'}, {'day': '목', 'hours': '09:00 - 20:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토(11/16)', 'hours': '휴무'}, {'day': '일(11/17)', 'hours': '휴무'}, {'day': '월', 'hours': '09:00 - 20:00'}]",True,True,"['홀케이크 예약 2일전 가능', '소금빵', '치아바타 샌드위치', '수제빼빼로 세트 예약']"
히어커피 로스터스 양재본점,"카페,디저트","['방문자 리뷰 490', '블로그 리뷰 99']",서울 서초구 강남대로10길 6 1층 101호,"[{'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 19:00\n18:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 19:00\n18:30 라스트오더'}, {'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}]",True,True,['메뉴 정보 없음']
조셉프렌치,"카페,디저트",방문자 리뷰 10,서울 서초구 사평대로20길 58 지하1층,"[{'day': '매일', 'hours': '09:00 - 18:00'}]",False,False,"['French Toast', 'Americano']"
티플랜트,"카페,디저트","['방문자 리뷰 341', '블로그 리뷰 286']",서울 서초구 동광로39길 46 4층,"[{'day': '화', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '수', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '목', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '금', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '토', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '일', 'hours': '11:00 - 23:00\n22:30 라스트오더'}, {'day': '월', 'hours': '11:00 - 23:00\n22:30 라스트오더'}]",True,True,"['애프터눈 티세트 3단 (1인)', '레드애플크럼블', '오렌지라임얼그레이', '아이스아메리카노']"
리블리케이크,케이크전문,"['방문자 리뷰 34', '블로그 리뷰 83']",서울 서초구 언남길 47 1층 리블리케이크,"[{'day': '매일', 'hours': '11:00 - 20:00'}]",False,False,['1호']
아우어베이커리 방배점,베이커리,"['방문자 리뷰 255', '블로그 리뷰 47']","서울 서초구 효령로31길 31 106호, 107호","[{'day': '화', 'hours': '09:00 - 22:00'}, {'day': '수', 'hours': '09:00 - 22:00'}, {'day': '목', 'hours': '09:00 - 22:00'}, {'day': '금', 'hours': '09:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}, {'day': '월', 'hours': '09:00 - 22:00'}]",True,False,"['더티초코', '더티초코 레드', '아몬드 크림 레이어드', '햄치즈 샌드위치']"
더레스트,"카페,디저트","['방문자 리뷰 1,789', '블로그 리뷰 113']","서울 서초구 헌릉로 164 5층(염곡동, 민예빌딩)","[{'day': '화', 'hours': '09:00 - 19:00'}, {'day': '수', 'hours': '09:00 - 19:00'}, {'day': '목', 'hours': '09:00 - 19:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '09:00 - 19:00'}]",True,True,"['레스트그리너', '레스트크림라떼', '흑임자라떼', '에스프레소']"
메종고댕,베이커리,"['방문자 리뷰 168', '블로그 리뷰 82']",서울 서초구 방배로34길 4 정다원빌딩 1층,"[{'day': '화', 'hours': '08:00 - 19:00'}, {'day': '수', 'hours': '08:00 - 19:00'}, {'day': '목', 'hours': '08:00 - 19:00'}, {'day': '금', 'hours': '08:00 - 19:00'}, {'day': '토', 'hours': '08:00 - 19:00'}, {'day': '일', 'hours': '10:00 - 19:00'}, {'day': '월', 'hours': '08:00 - 19:00'}]",True,False,"['바게트', '크루아상']"
더 엘씨,"카페,디저트","['방문자 리뷰 544', '블로그 리뷰 82']",서울 서초구 서초대로48길 20 1층,"[{'day': '화', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '08:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '08:00 - 22:30\n22:00 라스트오더'}, {'day': '월', 'hours': '08:00 - 21:00\n20:30 라스트오더'}]",True,False,"['티라미수아몬드', '크림블랙', '크림라떼', '딸기바나나주스']"
카페온로스터리 양재점,"카페,디저트","['방문자 리뷰 30', '블로그 리뷰 1']",서울 서초구 양재천로11길 18 1층,"[{'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}]",True,False,"['아메리카노', '카페 라떼', '바닐라빈 라떼', '쌀 라떼']"
아티제 잠원파스텔점,카페,"['별점\n4.33', '방문자 리뷰 764', '블로그 리뷰 96']",서울 서초구 신반포로33길 27 파스텔프라자,"[{'day': '매일', 'hours': '07:30 - 22:00'}]",False,False,"['카페 아메리카노', '카페라떼', '스패니쉬라떼', '플랫화이트']"
금옥당 서초점,"카페,디저트","['방문자 리뷰 141', '블로그 리뷰 126']",서울 서초구 반포대로7길 13 1층 금옥당,"[{'day': '매일', 'hours': '정보 없음'}]",True,False,"['금옥 단팥죽', '금옥 단호박죽', '금옥 팥죽', '서울빙수']"
파브360,"카페,디저트","['별점\n4.68', '방문자 리뷰 270', '블로그 리뷰 43']",서울 서초구 사평대로52길 12 1층 & 지하,"[{'day': '화', 'hours': '08:30 - 21:00'}, {'day': '수', 'hours': '08:30 - 21:00'}, {'day': '목', 'hours': '08:30 - 21:00'}, {'day': '금', 'hours': '08:30 - 21:00'}, {'day': '토', 'hours': '09:30 - 21:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '08:30 - 21:00'}]",True,False,['메뉴 정보 없음']
고품격커피공장 본점,카페,"['별점\n4.6', '방문자 리뷰 711', '블로그 리뷰 40']",서울 서초구 반포대로21길 17 선업빌딩 1층 고품격커피공장,"[{'day': '화', 'hours': '07:00 - 21:00'}, {'day': '수', 'hours': '07:00 - 21:00'}, {'day': '목', 'hours': '07:00 - 21:00'}, {'day': '금', 'hours': '07:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '09:00 - 20:00'}, {'day': '월', 'hours': '07:00 - 21:00'}]",True,True,['메뉴 정보 없음']
퓨쳐마인드,"카페,디저트","['방문자 리뷰 202', '블로그 리뷰 30']",서울 서초구 동광로49길 88 지하1층,"[{'day': '화', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '수', 'hours': '07:30 - 14:30\n14:00 라스트오더'}, {'day': '목', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '금', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '토', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '일', 'hours': '07:30 - 18:00\n17:30 라스트오더'}, {'day': '월', 'hours': '07:30 - 18:00\n17:30 라스트오더'}]",True,False,"['아메리카노(take away)', '에스프레소', '아메리카노', '카페라떼']"
투썸플레이스 포이DI점,카페,"['방문자 리뷰 1,581', '블로그 리뷰 159']",서울 서초구 마방로10길 2,"[{'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}, {'day': '월', 'hours': '07:00 - 22:00'}]",False,False,"['아메리카노', '라떼', '바닐라라떼']"
카페더비 신사본점,카페,"['방문자 리뷰 88', '블로그 리뷰 28']",서울 서초구 강남대로95길 12 에버빌딩 1층,"[{'day': '화', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '수', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '목', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '금', 'hours': '09:00 - 20:00\n19:50 라스트오더'}, {'day': '토', 'hours': '10:00 - 19:00\n18:50 라스트오더'}, {'day': '일', 'hours': '10:00 - 19:00\n18:50 라스트오더'}, {'day': '월', 'hours': '09:00 - 20:00\n19:50 라스트오더'}]",True,False,"['라떼아인슈페너', '아인슈페너', '카페라떼', '블루베리 요거트스무디']"
투썸플레이스 교대역점,카페,"['별점\n4.29', '방문자 리뷰 1,037', '블로그 리뷰 37']",서울 서초구 서초대로 304 강한미크리닉빌딩 1층,"[{'day': '화', 'hours': '07:30 - 23:00'}, {'day': '수', 'hours': '07:30 - 23:00'}, {'day': '목', 'hours': '07:30 - 23:00'}, {'day': '금', 'hours': '07:30 - 23:00'}, {'day': '토', 'hours': '07:30 - 23:00'}, {'day': '일', 'hours': '08:30 - 22:00'}, {'day': '월', 'hours': '07:30 - 23:00'}]",True,False,"['카페 아메리카노', '카페 라떼', '카페 모카', '카라멜 마키아또']"
리프레셔스,"카페,디저트","['별점\n4.65', '방문자 리뷰 337', '블로그 리뷰 336']",서울 서초구 청두곶6길 8 1층 리프레셔스,"[{'day': '화', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '수', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '목', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '금', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '토', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '일', 'hours': '10:00 - 21:00\n20:45 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,False,"['americano', 'long black', 'cafe Latte', 'Vanilla latte']"
누볼라 양재,아이스크림,"['방문자 리뷰 55', '블로그 리뷰 47']",서울 서초구 양재천로 117-8 2층,"[{'day': '화', 'hours': '12:00 - 24:00'}, {'day': '수', 'hours': '12:00 - 24:00'}, {'day': '목', 'hours': '12:00 - 24:00'}, {'day': '금', 'hours': '12:00 - 24:00'}, {'day': '토', 'hours': '12:00 - 24:00'}, {'day': '일', 'hours': '12:00 - 24:00'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,True,"['젤라또 컵 (2가지 맛)', 'Small 포장']"
초록버터서울 양재,브런치카페,"['방문자 리뷰 128', '블로그 리뷰 52']",서울 서초구 바우뫼로 190 1층,"[{'day': '화(11/12)', 'hours': '10:00 - 18:00\n15:00 - 16:00 브레이크타임'}, {'day': '수', 'hours': '10:00 - 19:00\n15:00 - 16:00 브레이크타임\n18:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 19:00\n15:00 - 16:00 브레이크타임\n18:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '일', 'hours': '10:00 - 16:00\n15:30 라스트오더'}, {'day': '월', 'hours': '정기휴무 (매주 월요일)'}]",True,True,"['두부크림치즈 계절 샐러드', '가을 들기름 파스타']"
스타벅스 센트럴시티점,카페,"['별점\n4.43', '방문자 리뷰 11,866', '블로그 리뷰 310']",서울 서초구 신반포로 176 (반포동),"[{'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '07:00 - 22:00'}, {'day': '일(11/17)', 'hours': '07:00 - 22:00'}, {'day': '월(11/18)', 'hours': '07:00 - 22:00'}]",False,False,['메뉴 정보 없음']
꾸움베이크샵,케이크전문,"['방문자 리뷰 19', '블로그 리뷰 26']",서울 서초구 방배천로2안길 55 1층,"[{'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '11:00 - 19:00'}]",True,False,"['도시락 케이크', '미니 케이크', '1호 케이크', '2호 케이크']"
콘띠오 ConTio,"카페,디저트","['별점\n4.28', '방문자 리뷰 161', '블로그 리뷰 73']",서울 서초구 신반포로45길 38 1층 카페 콘띠오 ConTio,"[{'day': '화', 'hours': '09:00 - 21:00'}, {'day': '수', 'hours': '09:00 - 21:00'}, {'day': '목', 'hours': '09:00 - 21:00'}, {'day': '금', 'hours': '09:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}, {'day': '월', 'hours': '09:00 - 21:00'}]",True,False,"['만차다', '콘레체']"
폴 바셋 강남삼성타운점,카페,"['별점\n4.59', '방문자 리뷰 4,909', '블로그 리뷰 244']",서울 서초구 서초대로78길 22 홍우제2빌딩 1층,"[{'day': '화', 'hours': '07:00 - 22:00'}, {'day': '수', 'hours': '07:00 - 22:00'}, {'day': '목', 'hours': '07:00 - 22:00'}, {'day': '금', 'hours': '07:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}, {'day': '월', 'hours': '07:00 - 22:00'}]",False,False,['룽고']
정보 없음,정보 없음,정보 없음,정보 없음,"[{'day': '정보 없음', 'hours': '정보 없음'}]",False,False,['메뉴 정보 없음']
더레스트,"카페,디저트","['방문자 리뷰 1,789', '블로그 리뷰 113']","서울 서초구 헌릉로 164 5층(염곡동, 민예빌딩)","[{'day': '화', 'hours': '09:00 - 19:00'}, {'day': '수', 'hours': '09:00 - 19:00'}, {'day': '목', 'hours': '09:00 - 19:00'}, {'day': '금', 'hours': '09:00 - 20:00'}, {'day': '토', 'hours': '09:00 - 20:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}, {'day': '월', 'hours': '09:00 - 19:00'}]",True,True,"['레스트그리너', '레스트크림라떼', '흑임자라떼', '에스프레소']"
메종고댕,베이커리,"['방문자 리뷰 168', '블로그 리뷰 82']",서울 서초구 방배로34길 4 정다원빌딩 1층,"[{'day': '화', 'hours': '08:00 - 19:00'}, {'day': '수', 'hours': '08:00 - 19:00'}, {'day': '목', 'hours': '08:00 - 19:00'}, {'day': '금', 'hours': '08:00 - 19:00'}, {'day': '토', 'hours': '08:00 - 19:00'}, {'day': '일', 'hours': '10:00 - 19:00'}, {'day': '월', 'hours': '08:00 - 19:00'}]",True,False,"['바게트', '크루아상']"
